35,33
34,49
57,40
28,45
53,30
23,43
33,37
29,40
48,29
51,35
17,23
21,23
52,26
36,18
13,41
54,47
42,30
27,48
26,41
50,24
57,24
31,45
20,45
47,27
62,37
26,66
13,59
54,41
36,56
53,48
66,19
19,30
54,62
34,61
40,39
21,15
46,27
24,36
50,43
49,23
18,55
33,27
28,60
49,52
55,52
25,20
55,45
61,42
29,63
10,59
29,19
50,18
56,30
9,42
66,23
16,13
25,48
40,44
47,30
51,24
26,38
38,50
43,50
48,47
57,33
52,39
27,42
52,30
19,11
14,68
28,13
27,24
45,26
47,42
17,38
35,51
34,25
17,19
18,7
22,35
27,29
55,34
25,7
33,35
44,25
22,33
20,41
49,19
28,29
21,15
44,21
42,12
32,51
43,43
85,74
81,76
111,76
90,73
112,124
105,79
100,81
87,69
98,64
132,127
121,131
91,64
132,133
101,77
137,128
138,124
126,86
141,130
137,133
94,52
138,138
107,43
97,44
142,124
99,52
126,131
123,83
143,120
65,111
60,89
146,138
146,144
145,134
91,68
145,76
110,83
22,60
85,53
151,36
140,148
105,49
150,42
93,48
118,76
151,134
128,71
145,148
37,94
150,111
26,62
172,21
176,7
152,77
20,70
178,3
89,127
112,129
25,67
176,17
154,82
146,130
151,72
34,161
63,42
144,61
56,23
80,39
170,7
75,18
173,11
142,137
156,78
165,3
103,4
102,42
104,83
116,129
176,97
49,141
80,27
61,154
177,25
77,81
72,118
164,139
118,111
169,11
166,15
114,18
65,132
85,140
125,107
35,165
101,48
14,106
149,26
160,71
121,38
56,116
71,44
90,132
41,49
100,1
147,20
150,143
139,104
118,150
66,61
157,54
102,87
169,62
60,101
32,21
178,51
151,22
152,101
79,97
159,126
131,7
135,48
24,94
41,119
45,100
62,31
30,111
163,8
108,1
19,99
16,102
11,152
22,126
28,88
49,74
64,65
105,118
138,23
75,38
99,21
75,154
120,46
89,9
124,57
128,45
116,26
134,81
118,145
106,113
84,168
141,49
31,150
43,30
29,43
50,28
32,46
59,38
16,55
21,48
38,28
36,17
50,50
35,65
30,46
26,42
28,38
30,42
26,49
31,50
52,40
35,23
35,60
59,41
29,16
15,32
21,57
32,44
30,40
24,45
25,49
20,18
26,22
54,50
57,46
64,19
48,65
30,50
31,17
37,13
50,35
43,50
14,53
43,29
34,30
47,27
26,46
36,26
30,44
53,53
26,36
22,46
47,46
19,57
46,63
27,40
15,26
23,15
43,22
25,55
36,37
35,30
30,47
50,45
61,16
39,2
18,39
20,50
17,30
46,27
31,48
24,46
28,44
58,18
46,14
55,48
30,18
11,49
26,50
63,20
51,30
58,14
39,65
52,37
27,29
26,42
29,47
18,41
23,34
25,38
47,45
39,26
21,45
52,39
47,26
38,44
34,58
43,46
35,33
30,48
24,45
29,42
33,45
41,37
20,23
28,38
51,31
51,44
48,27
48,47
25,21
20,27
50,11
61,15
30,48
50,34
48,27
37,37
23,38
55,38
50,23
23,22
32,44
28,48
31,43
23,45
49,41
50,59
26,42
18,46
46,31
55,40
20,27
34,36
52,33
30,31
30,49
29,43
43,64
31,17
59,18
37,51
39,1
62,40
14,11
14,26
52,29
57,45
23,60
54,48
26,41
39,27
48,43
19,43
32,26
12,25
14,12
22,36
48,9
49,28
31,55
44,26
28,50
25,26
22,30
40,22
29,26
22,35
33,52
47,24
18,41
24,43
18,35
36,25
45,27
28,38
56,32
39,32
29,58
27,12
55,55
20,45
25,42
51,45
41,30
36,30
13,47
12,31
25,47
47,28
23,11
30,57
43,63
45,11
43,27
28,41
21,36
47,29
18,18
35,59
21,46
56,38
49,26
42,34
52,38
21,45
22,24
26,44
47,48
45,27
29,14
10,12
27,39
23,45
39,29
29,43
28,47
22,33
47,34
18,45
47,29
33,22
47,47
52,43
61,37
44,27
17,39
34,22
26,39
51,45
49,27
20,60
11,12
51,41
22,15
54,16
23,43
32,45
45,32
64,21
28,43
51,55
28,52
56,35
48,25
23,26
8,60
54,66
68,23
51,28
29,11
37,39
30,43
45,30
22,48
49,47
48,27
23,16
55,14
19,15
58,11
32,47
42,63
27,47
11,55
52,30
37,54
43,28
32,47
21,43
48,28
27,38
38,27
16,15
47,47
54,42
59,15
50,59
15,29
26,45
62,33
25,36
26,40
21,43
43,44
47,44
44,23
48,27
25,29
17,43
21,47
30,16
26,38
53,59
30,44
36,59
41,28
29,31
22,44
59,38
55,13
36,30
45,28
29,29
31,47
44,24
49,26
23,37
58,42
38,27
53,51
49,30
28,42
14,23
49,52
45,29
32,33
51,46
49,29
48,10
26,46
31,62
20,60
27,18
35,10
43,39
35,52
19,28
27,37
20,46
52,23
45,24
29,29
33,22
29,63
27,41
57,33
13,49
10,36
24,29
29,38
24,38
49,44
35,26
23,17
30,31
30,42
25,13
44,25
48,25
30,41
21,54
26,40
41,45
27,45
31,48
43,27
50,22
48,59
51,48
37,26
13,25
48,25
35,32
53,31
37,42
43,32
28,42
26,79
49,31
10,40
43,11
20,57
63,51
54,42
35,49
28,14
47,13
27,40
31,41
26,48
26,16
21,45
49,26
36,17
45,30
48,63
54,29
56,38
54,45
45,28
28,40
31,47
58,48
21,46
49,28
12,27
