27,21
23,23
31,33
25,41
27,29
11,32
65,75
75,72
81,79
63,64
88,64
76,77
79,68
85,72
70,57
95,69
47,97
73,46
78,64
83,40
90,68
77,42
83,64
69,45
107,71
41,78
97,74
47,81
43,82
84,36
43,88
85,32
50,102
77,33
72,34
52,110
80,37
90,33
76,38
64,38
75,115
72,41
62,114
111,87
58,119
83,28
88,37
92,37
87,77
72,118
57,125
79,118
31,74
74,30
121,97
68,36
72,109
67,1
53,120
21,60
33,45
20,56
56,63
91,74
52,127
77,3
56,130
120,12
59,60
9,70
28,127
70,114
61,42
79,72
129,62
120,121
19,17
30,41
99,123
142,142
68,40
53,60
63,16
61,78
106,89
79,7
49,62
128,93
73,1
72,8
10,86
32,62
129,113
39,28
90,29
113,95
59,66
130,43
18,28
35,121
92,115
105,47
120,88
103,28
44,31
130,24
125,143
102,88
44,40
45,37
38,31
41,28
50,54
57,39
46,33
23,29
16,54
36,27
51,18
23,39
8,25
35,43
37,31
37,30
31,28
38,34
31,21
46,28
52,32
15,25
19,20
12,45
27,57
42,57
41,14
48,16
69,22
27,15
40,52
17,25
17,15
34,39
39,34
8,20
28,30
36,41
26,43
14,12
25,39
10,13
25,26
43,25
19,19
14,32
40,46
25,33
50,39
47,36
25,53
31,58
36,16
36,35
53,9
44,13
50,12
51,34
36,38
18,34
50,29
45,29
36,33
29,28
15,15
16,37
36,40
17,10
19,29
32,38
16,33
21,27
14,21
34,10
29,21
35,39
10,23
16,33
23,33
31,25
49,30
25,32
14,11
34,27
31,54
37,41
41,24
39,30
40,34
48,12
31,47
43,28
30,25
15,22
65,47
61,48
57,39
56,43
61,57
56,47
72,49
71,58
73,30
78,49
66,62
66,58
68,53
50,105
80,21
74,23
72,19
59,52
62,107
61,21
64,53
69,24
67,19
30,85
75,55
77,17
64,26
36,58
57,17
36,67
75,81
44,99
40,81
49,45
93,77
35,30
46,106
42,89
70,15
95,87
94,33
35,89
40,85
63,14
73,85
89,35
39,77
30,92
46,48
78,90
1,50
19,10
71,35
22,61
88,60
96,91
31,34
25,22
30,30
19,42
29,25
17,23
34,39
38,33
63,62
71,72
68,58
72,61
80,59
76,62
44,81
41,76
55,44
57,75
67,66
45,86
61,34
43,93
38,102
66,36
80,28
76,28
39,95
70,31
100,90
38,67
73,67
98,48
36,98
76,33
35,64
44,57
72,57
75,72
52,102
64,29
60,29
79,23
72,37
27,46
47,62
45,53
67,62
77,67
109,24
72,25
36,25
50,106
42,106
48,99
80,32
52,53
98,44
123,78
37,17
33,79
42,15
95,88
11,101
47,94
107,43
80,109
54,14
42,102
54,107
94,70
16,69
113,93
16,91
42,62
47,110
45,18
51,60
78,45
108,66
10,43
14,28
40,34
41,21
51,111
2,25
64,100
51,92
110,80
20,23
40,41
39,25
41,30
41,36
36,40
38,53
38,58
59,13
21,21
26,24
38,26
39,25
34,26
40,42
23,27
35,31
41,34
46,34
46,14
38,38
28,26
41,34
35,33
