59,40
58,52
65,46
45,56
64,55
60,47
66,39
62,51
34,48
70,50
38,44
35,58
73,47
37,40
25,17
58,57
31,55
30,15
66,51
58,14
58,18
78,14
62,43
38,55
41,81
19,14
23,13
70,40
25,84
42,36
8,63
29,19
63,77
49,38
31,81
41,23
27,11
39,37
42,45
60,40
59,52
58,44
42,56
34,57
65,43
67,51
64,38
37,42
65,47
72,47
75,44
59,48
70,42
42,16
34,47
38,51
46,20
56,55
46,15
53,64
27,63
70,88
64,20
25,17
59,20
84,73
66,88
67,74
15,37
66,25
83,7
91,23
73,79
75,73
16,50
30,27
67,64
44,81
42,23
53,63
43,51
37,53
55,82
66,80
79,49
25,18
57,61
47,16
32,17
36,44
40,80
47,81
19,76
45,23
31,34
39,12
62,13
68,41
12,85
87,85
74,78
29,21
33,21
44,64
73,16
10,13
37,56
69,48
20,59
64,50
32,54
44,16
65,45
52,27
57,39
25,50
55,76
70,26
47,38
70,41
66,36
33,25
30,80
51,38
19,32
15,40
62,75
54,57
62,79
50,55
43,12
46,79
62,35
60,54
36,40
60,48
34,56
62,44
66,50
68,37
40,40
42,20
71,43
36,46
66,46
33,19
66,42
63,39
30,57
58,12
13,74
77,58
70,49
24,21
66,73
18,66
47,9
53,35
36,14
37,18
73,38
9,38
42,73
61,19
28,65
36,36
10,32
45,37
40,37
59,31
38,55
33,43
64,29
64,50
33,49
68,50
66,40
45,79
64,75
73,46
72,41
77,20
48,45
24,17
66,80
31,16
18,33
70,75
69,63
70,79
35,12
32,58
82,26
30,80
43,39
33,43
36,50
39,59
39,55
64,36
71,46
75,52
28,46
56,80
44,46
40,24
68,55
73,10
84,60
10,75
69,51
48,80
19,79
39,46
61,32
80,28
76,46
62,14
52,79
75,78
43,19
60,82
48,68
35,62
36,20
72,85
14,77
47,17
