45,35
54,26
42,40
49,42
51,32
55,32
49,38
57,44
66,18
29,44
54,36
15,68
40,31
28,71
17,29
24,50
58,63
25,11
62,42
47,26
50,29
43,28
58,35
17,44
53,43
26,43
62,37
58,42
8,45
44,59
33,34
19,25
22,45
40,39
37,34
42,28
46,28
42,32
53,28
34,31
53,24
38,29
25,48
40,52
62,34
59,39
34,19
12,27
28,78
54,47
16,32
23,44
53,35
25,36
57,36
37,28
51,31
47,29
52,46
45,54
42,27
15,40
66,37
65,15
18,48
19,42
28,31
48,31
30,33
43,28
61,39
55,15
53,22
16,56
54,31
56,45
53,65
26,41
20,56
30,22
22,69
42,42
50,9
19,42
39,53
65,36
27,9
48,43
59,23
26,10
20,59
45,19
39,56
23,29
28,34
46,26
29,39
24,31
28,27
51,25
19,40
55,20
16,32
36,29
50,32
36,41
55,44
33,36
40,29
20,23
49,53
55,25
17,58
17,44
63,43
27,60
11,9
53,49
27,50
10,34
51,31
34,31
27,77
64,40
43,25
34,27
59,49
16,25
53,24
43,11
43,43
45,62
43,29
47,30
46,51
28,48
38,27
52,22
59,40
18,45
19,23
51,31
46,26
28,12
9,14
55,11
30,45
50,33
43,32
39,32
55,27
54,38
16,21
43,52
40,71
43,46
54,31
50,42
61,50
63,42
48,28
47,51
22,45
38,42
50,21
37,26
59,41
33,45
38,10
24,20
35,31
18,15
66,44
14,29
42,27
52,65
30,55
22,14
63,14
11,25
15,23
29,38
47,29
26,42
63,40
55,46
50,50
21,50
39,28
54,53
50,26
33,68
8,21
25,48
49,56
37,42
25,44
54,42
23,40
26,16
39,35
45,26
57,63
41,54
19,15
49,24
56,76
12,28
28,28
17,56
49,34
55,35
64,36
47,28
66,45
26,15
38,53
63,50
41,37
49,17
58,17
27,53
34,76
57,72
10,33
33,54
30,79
42,79
59,35
19,44
39,30
40,42
28,41
26,37
51,28
40,36
24,76
50,80
63,41
25,48
53,53
43,30
56,42
55,66
62,37
30,46
21,13
23,28
38,15
44,32
41,29
54,27
25,55
59,47
35,28
28,40
51,50
46,63
26,77
33,64
23,10
28,46
56,44
42,25
54,32
58,39
52,42
47,32
61,42
58,53
54,27
45,42
22,64
60,18
24,19
43,33
49,68
41,47
35,17
58,66
66,19
34,75
23,45
52,55
13,53
13,31
19,61
43,28
33,32
31,37
55,45
52,53
53,49
50,32
26,38
19,17
11,13
54,59
59,36
33,13
21,22
8,29
55,41
48,55
5,15
38,53
50,26
39,28
19,33
28,50
39,23
43,25
19,45
23,53
49,59
33,48
37,38
45,37
40,35
50,40
54,26
34,47
27,42
42,48
23,44
58,34
20,50
13,47
17,13
49,68
50,14
49,26
62,11
18,29
39,38
34,34
44,35
34,49
48,31
36,42
38,31
53,23
54,29
28,12
62,42
46,65
58,58
22,26
29,66
42,64
39,38
40,33
53,32
58,34
50,41
32,47
53,38
42,56
34,51
22,26
67,70
22,15
10,22
39,53
27,26
51,63
26,46
29,14
55,12
11,56
25,73
34,16
47,45
19,74
37,65
22,34
56,54
65,43
13,48
25,12
42,67
32,46
43,38
48,37
56,36
34,55
52,41
34,50
52,35
45,34
27,54
69,44
45,66
66,77
53,17
25,28
73,26
39,35
46,62
50,30
50,25
61,46
54,22
20,30
42,30
56,26
54,46
28,50
34,66
28,80
18,68
35,32
62,15
41,44
68,38
54,66
41,26
30,32
28,40
25,36
53,45
56,40
34,28
53,22
26,45
46,25
35,10
52,28
65,13
30,77
18,25
52,61
28,9
26,13
54,10
37,44
40,34
46,31
43,51
54,33
40,47
24,42
21,49
51,26
33,16
25,67
10,25
52,52
17,10
41,13
20,44
52,22
34,34
9,29
15,74
47,42
39,53
39,38
38,62
60,51
32,18
71,21
